locationTypeCode,locationName,address,lat,lon
COOL_LOCN,Fairmount Park Community Centre,1757 Gerrard St E,43.676646,-79.315116
COOL_LOCN,High Park,1873 BLOOR ST,43.64654,-79.463497
COOL_LOCN,Falstaff Community Centre,50 Falstaff Ave,43.716722,-79.503839
COOL_LOCN,Halbert Park,24 ROCKWOOD DR,43.72877269,-79.23151286
COOL_LOCN,Hillcrest Park,950 DAVENPORT RD,43.67592887,-79.42472448
COOL_LOCN,Shawn Blu Rose Park,30 EMPRINGHAM DR,43.81202146,-79.20993048
COOL_LOCN,Dunlop Park,19 DUNLOP AVE,43.71255815,-79.26750027
COOL_LOCN,Flemingdon Community Centre and Playground Paradise,150 Grenoble Dr,43.713531,-79.326603
COOL_LOCN,Main Square Community Centre,245 MAIN ST,43.687164,-79.29985
COOL_LOCN,Dovercourt Park,155 BARTLETT AVE,43.66515956,-79.43373286
COOL_LOCN,Glen Long Community Centre,35 Glen Long Ave,43.708626,-79.455802
COOL_LOCN,Oakdale Community Centre,350 GRANDRAVINE DR,43.747788,-79.513149
COOL_LOCN,Dufferin Grove Park,875 DUFFERIN ST,43.65624245,-79.43268597
COOL_LOCN,Gord and Irene Risk Community Centre,2650 Finch Ave W,43.747318,-79.566743
COOL_LOCN,Goulding Community Centre,45 Goulding Ave,43.790912,-79.422143
COOL_LOCN,John Tabor Park,240 JOHN TABOR TRL,43.80579132,-79.20557479
COOL_LOCN,Maryvale Park Outdoor Pool,5 TRESTLESIDE GRV,43.7530262,-79.30672952
COOL_LOCN,Terraview Park,1625 PHARMACY AVE,43.76621785,-79.31178477
COOL_LOCN,Cedarvale Park,443 ARLINGTON AVE,43.6922986,-79.43075717
COOL_LOCN,Mary McCormick Recreation Centre,66 SHERIDAN AVE,43.647477,-79.432802
COOL_LOCN,The Elms Pool and Community School,45 GOLFDOWN DR,43.722739,-79.551852
COOL_LOCN,Chalkfarm Park,2230 JANE ST,43.72371066,-79.5158252
COOL_LOCN,Grandravine Community Recreation Centre,23 Grandravine Dr,43.751753,-79.489716
COOL_LOCN,Kew Gardens,2075 QUEEN ST,43.667946,-79.29778
COOL_LOCN,Norseman Community School And Pool,105 NORSEMAN ST,43.634316,-79.516305
COOL_LOCN,Centennial Public Library,578 Finch Ave W,43.77304673,-79.44959349
COOL_LOCN,East Lynn Park,1949 DANFORTH AVE,43.68415167,-79.31557247
COOL_LOCN,Heron Park Community Centre,292 Manse Rd,43.768856,-79.176938
COOL_LOCN,Glendora Park,201 GLENDORA AVE,43.76147328,-79.4001222
COOL_LOCN,City Hall Public Library,"Nathan Phillips Square, 100 Queen St W",43.65282214,-79.38362506
COOL_LOCN,Birch Park,75 ARCADIAN CIR,43.591682,-79.528294
COOL_LOCN,East Toronto Athletic Field,175 MAIN ST,43.68524125,-79.29935248
COOL_LOCN,Gracedale Park,176 GRACEDALE BLVD,43.75188825,-79.56236972
COOL_LOCN,Humberwood Community Centre,850 Humberwood Blvd,43.728886,-79.619182
COOL_LOCN,Cliffcrest Public Library,3017 Kingston Rd,43.72527317,-79.23078016
COOL_LOCN,Eglinton Park,200 EGLINTON AVE,43.70740121,-79.40552685
COOL_LOCN,Graydon Hall Park,215 GRAYDON HALL DR,43.76281156,-79.34268996
COOL_LOCN,Irving W. Chapley Community Centre,205 Wilmington Ave,43.761351,-79.45575
COOL_LOCN,Mimico Memorial Park,75 HILLSIDE AVE,43.60975831,-79.49386615
COOL_LOCN,College/Shaw Public Library,766 College St,43.65521044,-79.42015986
COOL_LOCN,Harryetta Gardens,170 TORRESDALE AVE,43.78158624,-79.45167836
COOL_LOCN,Joseph J. Piccininni Community Centre,1369 St Clair Ave W,43.675331,-79.451397
COOL_LOCN,Leslie Grove Park,1158 QUEEN ST,43.66310396,-79.33375935
COOL_LOCN,Park Lawn Park,330 PARK LAWN RD,43.6370094,-79.49481925
COOL_LOCN,Danforth/Coxwell Public Library,1675 Danforth Ave,43.68364498,-79.32135616
COOL_LOCN,Heathrow Park,69 HEATHROW DR,43.72442405,-79.50811794
COOL_LOCN,L'Amoreaux Community Recreation Centre,2000 McNicoll Ave,43.812656,-79.304895
COOL_LOCN,Lithuania Park,155 OAKMOUNT RD,43.65869299,-79.46320025
COOL_LOCN,Davenport Public Library,1246 Shaw St,43.67457869,-79.42842124
COOL_LOCN,Hendon Park,50 HENDON AVE,43.78142074,-79.42094828
COOL_LOCN,Lawrence Heights Community Centre,5 Replin Rd,43.717997,-79.442363
COOL_LOCN,Margaret Fairley Park,100 BRUNSWICK AVE,43.66021508,-79.40582689
COOL_LOCN,Summerlea Park,2 ARCOT BLVD,43.73107613,-79.55081825
COOL_LOCN,Dawes Road Public Library,416 Dawes Rd,43.70121089,-79.29723304
COOL_LOCN,Fairmount Park,1725 GERRARD ST,43.67583716,-79.31592609
COOL_LOCN,Malvern Recreation Centre,30 Sewell's Rd,43.808576,-79.216389
COOL_LOCN,Sunnydale Acres Park,50 AMORO DR,43.72404271,-79.57871854
COOL_LOCN,Deer Park Public Library,40 St. Clair Ave E,43.68866835,-79.39249675
COOL_LOCN,Little Norway Park,659 QUEENS QUAY,43.63422378,-79.39868073
COOL_LOCN,Mary McCormick Recreation Centre,66 Sheridan Ave,43.647504,-79.433044
COOL_LOCN,Masaryk-Cowan Community Recreation Centre,220 Cowan Ave,43.640725,-79.433234
COOL_LOCN,Downsview Public Library,2793 Keele St,43.7289416,-79.48206299
COOL_LOCN,Irving W. Chapley Park,205 WILMINGTON AVE,43.76172223,-79.45541708
COOL_LOCN,Fairhaven Park Outdoor Pool,100 GOLFWOOD HTS,43.70177091,-79.54513038
COOL_LOCN,Glamorgan Park,50 ANTRIM CRES,43.77258975,-79.28887711
COOL_LOCN,Baird Park,275 KEELE ST,43.66232367,-79.46279072
COOL_LOCN,Lanyard Park,138 LANYARD RD,43.74746162,-79.54886783
COOL_LOCN,Westmount Park Outdoor Pool,22 ARCADE DR,43.687242,-79.51898
COOL_LOCN,Horseley Hill Park,145 HORSELEY HILL DR,43.81072646,-79.22973712
COOL_LOCN,McGregor Park Community Centre,2231 Lawrence Ave E,43.747629,-79.280149
COOL_LOCN,Monarch Park,115 FELSTEAD AVE,43.678849,-79.32627
COOL_LOCN,Richmond Gardens Pool,44 STRATHDEE DR,43.681851,-79.545353
COOL_LOCN,Dufferin/St. Clair Public Library,1625 Dufferin St,43.67700529,-79.4424027
COOL_LOCN,Mcnicoll Park,215 MCNICOLL AVE,43.79855513,-79.35348461
COOL_LOCN,Milliken Park Community Recreation Centre,4325 McCowan Rd,43.829648,-79.274582
COOL_LOCN,Memorial Pool and Health Club,44 MONTGOMERY RD,43.648428,-79.519356
COOL_LOCN,Carlton Park,20 EDITH AVE,43.66650714,-79.45567501
