neighborhood_name,centroid_lat,centroid_lon,count_conditioned,count_libraries,count_ttc,count_washrooms,count_wifi,count_foodbanks,count_medical_mental_health_and_addiction_organization,count_medical_pharmacy,count_medical_licensed_lab_and_specimen_collection_centre,count_medical_integrated_community_health_services_centre,count_medical_community_support_service,count_medical_community_health_centre,count_medical_family_health_team,count_medical_long-term_care_home,count_medical_hiv_aids_and_hep_c_program,count_medical_hospital,count_medical_licensed_retirement_home,count_medical_seniors_active_living_centre,count_medical_midwifery_clinic,count_medical_children's_treatment_centre,count_medical_public_health_unit_office,count_medical_indigenous_primary_health_care_organization,count_medical_nurse_practitioner-led_clinic
7,43.687427763459546,-79.54847274967075,31,3,595,30,7,1,2,21,5,0,6,1,1,2,0,1,0,0,0,0,0,0,0
6,43.69196504663152,-79.55085928705559,30,3,605,27,7,1,2,22,5,0,6,1,2,2,0,1,0,0,0,0,0,0,0
6,43.701590524544265,-79.55282242442516,39,4,609,25,12,1,2,22,5,0,7,0,2,2,0,1,1,1,0,0,0,0,0
1,43.70520965597052,-79.55817900274546,40,4,587,25,11,1,1,21,5,0,6,0,2,1,0,0,0,0,0,0,0,0,0
6,43.70799401348791,-79.55245673237087,43,6,621,26,14,1,1,25,4,0,6,1,2,1,0,0,1,1,0,0,0,0,0
5,43.713626659548105,-79.55230704073041,57,7,615,31,20,1,1,25,4,0,5,1,2,1,0,0,1,2,0,0,0,0,0
4,43.71479252940881,-79.55800752246714,48,7,602,29,19,1,1,24,4,0,5,1,2,0,0,0,0,1,0,0,0,0,0
1,43.7103816157118,-79.5567708892117,48,7,597,29,17,1,1,24,4,0,5,1,2,1,0,0,0,1,0,0,0,0,0
5,43.721937183865066,-79.55513387152766,50,6,628,29,18,1,1,27,4,0,3,1,2,0,0,0,0,2,0,0,0,0,0
4,43.72011562681865,-79.55975848996532,44,6,599,26,17,1,0,21,2,1,2,1,2,0,0,0,0,2,0,0,0,0,0
5,43.72768089932874,-79.55766568972642,51,6,588,26,19,1,0,21,3,1,2,1,1,0,0,1,0,2,0,0,0,0,0
4,43.727691924136096,-79.56234538863956,49,5,560,24,15,1,0,13,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0
3,43.732449125501255,-79.55891936760895,53,5,568,27,19,1,0,16,4,1,2,0,1,1,0,1,0,2,0,0,0,0,0
3,43.739618566996434,-79.56174371585448,45,5,573,25,15,0,0,17,4,1,2,0,1,1,0,1,0,1,0,0,0,0,0
22,43.74329412182359,-79.55995301761416,46,5,571,24,16,0,0,16,4,1,1,1,2,1,1,1,0,1,0,0,0,0,0
3,43.745337925655846,-79.56611746206056,42,5,548,20,14,0,0,14,3,1,1,0,1,1,0,1,0,1,0,0,0,0,0
22,43.74686615686916,-79.56184165634558,47,5,551,22,17,0,0,16,4,1,2,1,2,1,1,1,0,1,0,0,0,0,0
21,43.75154575818632,-79.56350536045622,42,4,506,21,16,0,0,13,4,1,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.76031494023342,-79.56534975674109,34,4,429,18,14,0,0,10,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.76567996073872,-79.56646840191891,28,3,339,12,12,0,0,9,3,0,2,1,1,1,1,1,0,1,0,0,0,0,0
19,43.590473691702464,-79.52111038565002,30,4,248,18,12,2,0,11,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0
18,43.5902845126982,-79.51585376248005,29,4,236,18,12,2,0,11,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
19,43.59483198844225,-79.52307029028366,30,4,293,19,12,2,0,11,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0
18,43.59685778870976,-79.51855380393907,30,4,310,21,12,2,0,13,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0
160,43.60743772126179,-79.52205543635456,37,5,427,22,15,2,0,17,0,0,3,1,1,1,0,1,0,1,1,0,0,0,0
20,43.605739674659546,-79.52652927655119,35,5,400,20,15,2,0,16,0,0,3,1,1,1,0,1,0,1,0,0,0,0,0
19,43.60055112474068,-79.52513124351027,32,4,333,19,13,2,0,13,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0
18,43.60272244820502,-79.52053800077758,33,5,358,21,14,2,0,16,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0
160,43.61459007257595,-79.52398881405695,46,6,526,27,18,2,0,23,1,0,4,2,1,1,0,1,0,2,1,0,0,0,0
159,43.61938553516684,-79.52510554211634,44,6,588,28,18,2,0,25,1,0,4,2,1,1,0,1,0,2,1,0,0,0,0
20,43.61158938563981,-79.52827183614366,42,5,479,24,15,2,0,23,1,0,3,1,1,1,0,1,0,1,0,0,0,0,0
159,43.625453393038896,-79.52646064401927,52,7,634,29,19,2,0,24,1,0,6,2,1,1,0,1,0,2,1,0,0,0,0
159,43.63523486904623,-79.52853976092743,39,5,667,28,13,3,0,23,2,2,4,1,1,1,0,1,0,3,1,0,0,0,0
159,43.6434112033635,-79.5295404566502,33,4,658,27,10,2,0,21,2,2,4,1,1,1,0,0,0,2,1,0,0,0,0
158,43.647385425744126,-79.53221064802361,31,4,664,29,10,2,0,18,2,2,4,1,1,1,0,0,0,2,0,0,0,0,0
15,43.65093682178416,-79.52677671674707,38,6,706,30,13,5,1,24,2,2,7,2,1,1,0,1,0,5,0,0,0,0,0
10,43.650937399817465,-79.5267984764999,38,6,706,30,13,5,1,24,2,2,7,2,1,1,0,1,0,5,0,0,0,0,0
158,43.65090241058467,-79.53419303904406,36,4,664,30,11,2,0,17,1,0,6,1,1,1,0,0,0,1,0,0,0,0,0
15,43.650949740604034,-79.5267745314391,38,6,706,30,13,5,1,24,2,2,7,2,1,1,0,1,0,5,0,0,0,0,0
10,43.65539417219056,-79.53265614247198,38,4,683,32,11,3,0,22,2,2,7,1,0,1,0,0,0,4,0,0,0,0,0
9,43.65818868592953,-79.52882125999349,38,4,704,36,11,3,2,25,2,2,8,2,0,2,0,2,0,5,0,0,0,0,0
10,43.66408529799583,-79.53595279825592,39,5,688,37,12,3,1,23,2,0,8,1,0,2,0,1,0,3,0,0,0,0,0
9,43.66601774359926,-79.53135369972365,39,4,734,41,11,3,2,27,2,0,8,1,0,2,0,1,0,3,0,0,0,0,0
10,43.67354406395933,-79.53905390458384,41,6,688,39,11,3,1,32,4,0,9,0,1,2,0,1,0,2,0,0,0,0,0
9,43.67527691699932,-79.53439098420886,41,6,715,39,11,3,1,36,3,0,9,2,1,2,0,1,0,3,0,0,0,0,0
10,43.67902691897027,-79.54084567690575,38,3,655,41,8,3,1,31,4,0,9,1,1,2,0,1,0,2,0,0,0,0,0
9,43.68005295408107,-79.53599920091543,38,4,681,39,9,3,2,31,6,0,8,1,1,2,0,1,1,3,0,0,0,0,0
7,43.68452559440674,-79.53901298957338,34,3,652,35,7,3,2,27,5,0,7,1,1,2,0,1,2,1,0,0,0,0,0
7,43.68993833336893,-79.53806198495569,32,3,630,33,9,3,2,28,5,0,7,1,1,2,0,1,2,0,0,0,0,0,0
6,43.69418163763917,-79.5412055304146,31,4,636,33,10,1,2,29,5,0,6,2,1,2,0,1,2,1,0,0,0,0,0
6,43.70370482497281,-79.54309382600844,41,5,637,29,16,1,2,28,4,0,7,2,2,2,0,1,2,1,0,0,0,0,0
23,43.709565641386,-79.53924935006033,43,6,650,28,15,1,2,28,4,0,7,2,2,2,0,1,2,1,0,0,0,0,0
6,43.709992519204896,-79.54438045282816,45,6,641,27,15,1,2,26,4,0,7,2,2,2,0,1,2,1,0,0,0,0,0
5,43.71454879717023,-79.54582316285378,53,6,641,29,18,1,1,26,4,0,5,2,2,1,0,0,2,2,0,0,0,0,0
23,43.71771909308017,-79.54224400685729,57,7,636,30,19,1,1,27,4,0,4,2,2,1,0,0,2,2,0,0,0,0,0
5,43.723357546897056,-79.5473874882662,58,7,633,29,21,1,1,29,7,0,3,1,2,2,0,1,1,2,0,0,0,0,0
23,43.71997704332347,-79.54225681411859,57,6,629,28,19,1,1,27,5,0,4,1,2,1,0,0,2,2,0,0,0,0,0
5,43.72978276846616,-79.54855401303135,57,8,638,28,23,1,1,27,8,0,2,1,2,1,0,1,0,2,0,0,0,0,0
3,43.73390402334672,-79.55217513816055,57,7,608,27,21,0,0,19,4,1,2,2,2,1,1,1,0,2,0,0,0,0,0
23,43.73087111062991,-79.54415814891897,59,8,646,30,23,1,1,29,8,0,2,2,3,1,1,1,0,2,0,0,0,0,0
22,43.73518776991752,-79.54723955076514,56,7,636,28,22,0,0,19,4,0,3,2,2,1,1,1,0,2,0,0,0,0,0
3,43.74055807797194,-79.55195880883369,57,7,600,27,23,0,0,16,4,1,3,2,2,1,1,1,0,2,0,0,0,0,0
22,43.74492099822304,-79.55090549784597,55,7,585,26,21,0,0,13,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
22,43.748774111385735,-79.55265815721233,52,6,555,23,19,0,0,13,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.75366090052764,-79.55371611830488,48,6,521,22,19,0,0,12,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.762394057141606,-79.55556828073374,38,4,406,14,14,0,0,10,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.76772182124861,-79.5567718247449,27,3,357,9,11,0,0,10,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
18,43.5904443285165,-79.51136437331446,29,4,234,18,12,2,0,11,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
18,43.59827542847485,-79.5104711338771,30,5,308,21,13,2,0,14,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0
160,43.61043257784148,-79.5135390187197,40,5,462,25,15,2,0,21,0,0,2,2,1,1,0,1,0,1,1,0,0,0,0
18,43.605847405004354,-79.51164374637996,37,5,394,23,15,2,0,16,0,0,2,2,1,1,0,0,0,1,1,0,0,0,0
160,43.61647791760655,-79.51434660550207,42,6,539,26,18,2,0,26,1,0,3,2,1,1,0,1,0,2,1,0,0,0,0
159,43.62100696313025,-79.51703233994725,44,6,587,25,18,2,0,25,1,0,3,2,1,1,0,1,0,2,1,0,0,0,0
16,43.62207255893286,-79.51217019388702,52,7,597,30,20,2,0,28,2,2,3,2,1,1,0,0,0,3,1,0,0,0,0
159,43.62676471058517,-79.51890940823816,50,7,643,32,20,2,0,26,2,2,4,2,1,1,0,1,0,3,1,0,0,0,0
16,43.62838642609628,-79.51419878386122,51,7,661,35,20,3,0,31,2,2,4,2,1,1,0,0,0,3,1,0,0,0,0
159,43.63622416757041,-79.52182245885956,43,5,698,32,15,4,0,27,2,2,6,2,1,1,0,0,0,3,1,0,0,0,0
16,43.63789455251264,-79.51712594110793,42,7,714,29,16,5,0,28,2,2,5,2,1,1,0,0,0,3,1,0,0,0,0
159,43.64398666911449,-79.52425436555917,37,5,688,29,13,4,0,24,2,2,4,2,1,1,0,0,0,4,1,0,0,0,0
158,43.64730127576618,-79.52265804251672,41,6,724,32,14,4,1,25,2,2,4,2,1,1,0,1,0,5,1,0,0,0,0
16,43.64403761152916,-79.51901233472832,44,7,734,33,16,4,1,29,2,2,4,2,1,1,0,1,1,5,1,0,0,0,0
15,43.64982202983159,-79.51986936596157,50,6,726,32,15,6,1,30,2,2,5,2,0,1,0,1,1,5,1,0,0,0,0
15,43.65414713704635,-79.52095636306834,49,7,712,38,16,5,1,29,2,2,7,2,0,1,0,2,0,5,1,0,0,0,0
10,43.65191097388711,-79.52682244173079,40,6,709,31,13,5,1,24,2,2,7,2,1,1,0,1,0,5,0,0,0,0,0
9,43.65816001970357,-79.5237775077353,43,5,721,38,12,5,2,28,2,2,8,2,0,2,0,2,0,5,0,0,0,0,0
9,43.666658413976414,-79.52499563564464,43,6,749,40,13,4,2,39,4,2,8,1,1,2,0,2,0,5,0,0,0,0,0
9,43.67643988998377,-79.52707475255282,44,5,744,41,11,5,3,40,5,0,8,2,1,2,0,2,2,3,0,0,0,0,0
9,43.68164596231959,-79.52827589315807,42,5,702,40,12,4,2,33,5,0,8,2,1,2,0,1,2,3,0,0,0,0,0
8,43.68748573685603,-79.5265485582261,41,6,710,39,15,3,2,34,4,0,7,1,1,2,0,1,2,3,0,0,0,0,0
7,43.685853562227855,-79.53123399097909,35,5,687,37,10,3,2,31,4,0,7,1,1,2,0,1,2,2,0,0,0,0,0
8,43.69663496315606,-79.52951242771904,43,6,682,34,16,2,2,34,4,0,6,2,1,2,0,1,2,1,0,0,0,0,0
7,43.69280964679559,-79.53329009863621,35,5,664,33,13,3,2,32,4,0,7,2,1,2,0,1,2,2,0,0,0,0,0
6,43.69721160614402,-79.53516400042334,40,5,653,34,12,2,2,33,4,0,6,2,1,2,0,1,2,1,0,0,0,0,0
113,43.70638580401717,-79.53167887939283,45,7,652,31,17,1,3,33,5,0,6,2,1,2,0,2,2,1,0,0,0,0,0
8,43.70244507444344,-79.53089181876169,44,6,643,32,15,2,2,32,4,0,6,2,1,2,0,1,2,1,0,0,0,0,0
6,43.7040432892911,-79.53576662112476,42,6,646,32,14,1,2,30,4,0,6,2,2,2,0,1,2,1,0,0,0,0,0
23,43.70952100147241,-79.53321487158142,50,8,658,33,20,1,3,33,5,0,7,2,1,2,0,2,2,1,0,0,0,0,0
6,43.71214339526336,-79.53891894723073,46,7,645,27,18,1,2,28,4,0,7,2,2,2,0,1,2,2,0,0,0,0,0
5,43.7138184942091,-79.5391164826288,49,7,641,27,18,1,2,28,4,0,7,2,2,2,0,1,2,2,0,0,0,0,0
23,43.71573147096013,-79.53512462520952,55,7,637,30,18,1,3,31,6,0,6,2,2,2,0,2,2,2,0,0,0,0,0
5,43.72689132805424,-79.54098180498546,63,7,644,32,23,1,1,30,8,0,3,2,3,2,1,1,2,2,0,0,0,0,0
23,43.72491719810562,-79.53649227559146,60,6,635,30,21,1,2,32,9,0,3,1,2,2,0,2,2,2,0,0,0,0,0
5,43.73059459546658,-79.5402663972139,60,7,649,32,23,1,1,30,8,0,3,2,3,1,1,1,2,2,0,0,0,0,0
23,43.7319944570727,-79.53872464239414,60,9,645,31,23,0,1,29,8,0,4,2,2,1,1,2,1,2,0,0,0,0,0
22,43.736770071835885,-79.53990459155143,65,8,634,34,27,0,1,20,6,0,3,2,1,1,1,1,0,2,0,0,0,0,0
22,43.74491022203511,-79.54162857091005,59,7,591,30,24,0,0,17,4,0,2,2,1,1,1,1,0,2,0,0,0,0,0
22,43.75083764020451,-79.54294140779913,51,6,564,21,20,0,0,11,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.75574137685868,-79.54391639126663,46,5,522,16,18,0,0,11,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.764473174049776,-79.54578680472639,36,4,418,12,15,0,0,9,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0
21,43.76976195849375,-79.54698853017861,27,3,353,8,11,0,0,6,4,0,1,1,1,1,1,1,0,1,0,0,0,0,0
18,43.59458198286059,-79.5027518920149,29,4,264,20,12,2,0,13,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
160,43.6040181545644,-79.49744020509945,30,4,325,16,12,2,0,14,0,0,2,2,0,1,0,0,0,1,1,0,0,0,0
18,43.6004005524549,-79.50200384406021,32,5,319,20,14,2,0,15,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0
160,43.6117327822516,-79.5014965204745,38,5,411,22,15,2,0,16,0,0,2,2,1,1,0,0,0,1,1,0,0,0,0
18,43.608405352729726,-79.50395229474132,36,5,379,23,15,2,0,16,0,0,2,2,1,1,0,0,0,1,1,0,0,0,0
160,43.6184980360705,-79.50454342872551,47,7,532,30,20,2,0,27,2,2,3,2,1,1,0,0,0,3,1,0,0,0,0
16,43.62339464570059,-79.50555481632684,46,6,570,34,18,3,0,28,2,2,3,2,1,1,0,0,0,3,1,0,0,0,0
16,43.62961162685525,-79.50689769200459,57,6,622,40,17,4,0,28,2,2,4,2,1,1,0,0,1,4,1,0,0,0,0
16,43.63939310286259,-79.50897680891276,52,6,713,39,16,5,1,33,2,2,4,2,1,1,0,1,1,5,1,0,0,0,0
16,43.645904147526345,-79.51033748327897,55,7,733,38,17,6,1,38,2,2,4,2,0,1,0,1,1,5,1,0,0,0,0
15,43.65078765475808,-79.51141028346359,55,7,757,40,16,5,1,39,2,2,4,2,0,1,0,1,1,5,1,0,0,0,0
114,43.66305116669442,-79.51019719984278,63,9,773,46,21,6,3,45,2,4,6,3,0,2,0,2,1,5,0,0,0,0,0
111,43.66389750389282,-79.51142534243343,61,7,781,46,19,5,3,45,2,3,6,4,0,2,0,2,1,5,0,0,0,0,0
15,43.65687510171763,-79.51243859854611,54,9,771,44,17,5,2,40,2,3,6,2,0,2,0,2,1,5,1,0,0,0,0
9,43.66118440098706,-79.51483436336541,56,9,741,40,19,5,2,42,2,3,7,2,0,2,0,2,1,5,0,0,0,0,0
111,43.668305041973696,-79.51126122062428,63,9,822,43,22,5,3,54,3,4,7,4,1,3,0,2,1,5,0,0,0,0,0
9,43.66884178737296,-79.51616706161902,59,7,786,41,19,5,2,52,4,3,7,3,1,3,0,2,0,5,0,0,0,0,0
111,43.67469807597565,-79.51149980429203,50,8,819,35,19,5,4,57,6,3,9,3,1,2,1,2,2,5,0,0,0,0,1
9,43.678520279789744,-79.51729520657202,50,6,797,40,17,5,3,47,5,1,9,3,1,2,0,2,2,4,0,0,0,0,1
9,43.68384030551031,-79.51808237684497,47,6,754,39,19,5,3,41,4,1,9,3,1,2,0,2,2,2,0,0,0,0,1
8,43.68864806404457,-79.51947292430953,49,7,742,38,20,5,3,42,4,0,9,4,1,2,0,1,2,3,0,0,0,0,1
113,43.70070923870925,-79.51996870135105,50,6,672,36,19,2,3,40,5,0,8,2,1,2,0,2,2,2,0,0,0,0,1
8,43.69656270181712,-79.52230896303963,44,6,691,34,19,3,2,39,4,0,6,2,1,2,0,1,2,3,0,0,0,0,0
113,43.704941682010855,-79.52300531254329,50,6,654,38,17,2,3,40,5,0,6,2,1,2,0,2,2,1,0,0,0,0,0
8,43.702029421337016,-79.52727227940622,49,6,648,37,16,2,3,35,5,0,6,2,1,2,0,2,2,1,0,0,0,0,0
23,43.70979670890503,-79.52387496837498,52,9,654,34,19,1,3,40,6,0,5,2,1,2,0,2,2,1,0,0,0,0,0
154,43.71917203692944,-79.52488814935636,59,8,650,29,23,1,3,37,9,0,6,2,1,3,0,2,2,2,0,0,0,0,0
23,43.71570851430864,-79.52652472680653,59,9,659,32,24,1,3,38,7,0,6,2,1,2,0,2,2,2,0,0,0,0,0
154,43.72771759179184,-79.52651089574644,63,8,673,29,23,0,2,38,10,0,3,3,2,2,1,2,2,2,0,0,0,0,0
23,43.72651772992365,-79.53136450869012,58,7,648,29,21,1,2,32,10,0,3,3,2,2,1,2,2,2,0,0,0,0,0
154,43.73424061880765,-79.52799950471113,63,8,671,27,25,0,2,36,9,0,4,2,2,2,1,2,2,2,0,0,0,0,0
25,43.73980802204356,-79.52614046048578,54,5,686,26,22,0,2,27,9,0,2,2,1,1,1,2,0,2,0,0,0,0,0
23,43.73314936966171,-79.53289940670975,65,7,650,30,23,0,2,31,9,0,4,2,2,1,1,2,2,2,0,0,0,0,0
22,43.73868317091403,-79.53102157765271,56,6,663,25,23,0,2,23,8,0,2,2,1,1,1,2,0,2,0,0,0,0,0
25,43.74791598127336,-79.52795721157928,52,5,635,21,22,0,0,17,5,0,2,2,1,1,1,2,0,2,1,0,0,0,0
22,43.74675730340068,-79.53282113975082,57,6,632,25,24,0,0,18,5,0,2,2,1,1,1,1,0,2,0,0,0,0,0
25,43.75372443875233,-79.52926916503716,45,5,590,19,19,0,0,13,5,0,2,2,1,1,1,1,0,2,1,0,0,0,0
24,43.75865219868699,-79.53037401062134,39,4,532,18,15,0,0,12,6,0,2,1,1,1,1,1,0,1,1,0,0,0,0
22,43.752670450810506,-79.53415324644726,45,5,586,19,18,0,0,14,5,0,2,2,1,1,1,1,0,2,1,0,0,0,0
21,43.75753433520062,-79.535248074386,39,4,514,19,15,0,0,11,5,0,2,1,1,1,1,1,0,1,1,0,0,0,0
24,43.7674101508872,-79.53234692835751,35,4,443,9,13,0,0,9,6,0,1,1,1,1,1,1,0,1,1,0,0,0,0
21,43.76626869163777,-79.53721475676214,33,4,426,11,14,0,0,8,6,0,2,1,1,1,1,1,0,1,0,0,0,0,0
24,43.77256898390646,-79.53352243576524,26,3,371,5,10,0,0,8,6,0,1,1,1,1,1,1,0,1,1,0,0,0,0
21,43.77154989642013,-79.53843902242397,26,3,354,7,10,0,0,7,5,0,1,1,1,1,1,1,0,1,0,0,0,0,0
160,43.60506099378148,-79.49292785578844,32,4,307,18,12,2,0,14,0,0,2,2,0,1,0,0,0,1,1,0,0,0,0
161,43.61214468931095,-79.48881522779553,40,4,343,29,14,2,0,13,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0
160,43.61212992836388,-79.49330362611225,40,4,357,23,14,2,0,13,0,0,2,2,0,1,0,0,0,1,1,0,0,0,0
161,43.62437933002084,-79.49168255729603,56,6,496,46,17,3,2,29,3,2,3,2,1,2,0,1,1,2,1,0,0,0,0
160,43.6204367423052,-79.49490503801681,48,6,478,39,17,3,0,24,2,2,2,2,0,1,0,0,0,2,1,0,0,0,0
16,43.62550738164254,-79.49588514409345,56,6,544,46,17,3,1,30,3,2,3,2,1,1,0,1,1,3,1,0,0,0,0
16,43.63169074376343,-79.49711621599724,61,7,633,43,18,5,3,33,3,2,4,3,1,1,0,2,1,3,1,0,0,0,0
16,43.64147221977077,-79.4991953329054,65,7,725,46,17,6,4,43,3,3,5,3,1,1,0,2,1,5,1,0,0,0,0
114,43.654317826732985,-79.4994991534884,70,9,847,51,20,6,5,57,3,6,5,5,0,2,1,2,1,5,1,0,0,0,0
16,43.64793185484027,-79.50073838290291,64,7,772,47,18,6,3,49,2,5,5,3,0,1,0,1,1,5,1,0,0,0,0
15,43.65197778244287,-79.50275865336323,58,6,811,47,15,6,3,47,2,5,4,3,0,1,0,1,1,5,1,0,0,0,0
114,43.66255044495143,-79.50224761065941,73,11,834,42,24,6,4,52,2,5,9,5,0,2,0,2,1,6,1,0,0,0,1
111,43.6660335154501,-79.5021407097817,78,10,811,46,23,6,4,54,2,5,10,6,0,3,1,2,1,7,0,0,0,0,1
89,43.66555041403211,-79.49920541482456,86,10,833,47,25,6,4,55,3,5,9,6,0,2,2,2,1,7,0,0,0,0,1
15,43.65876165952568,-79.504489656203,60,9,824,44,20,6,4,48,2,5,6,4,0,2,0,2,1,5,1,0,0,0,0
9,43.66232793418536,-79.50738570797493,68,10,800,45,23,6,4,46,2,4,6,3,0,2,0,2,1,5,1,0,0,0,0
111,43.67081664779277,-79.50543268362995,63,10,819,45,22,6,3,61,3,4,9,4,1,3,1,2,1,5,0,0,0,0,1
115,43.68517716116234,-79.50636071336262,55,7,794,36,20,4,5,57,4,1,8,3,1,3,1,2,3,3,0,0,0,0,1
111,43.67992322099643,-79.50552671772931,59,9,847,37,22,6,5,59,5,4,9,3,1,3,1,2,3,4,0,0,0,0,1
9,43.6797094344185,-79.5106605714581,56,7,817,37,21,4,4,54,5,1,9,3,1,3,1,2,3,4,0,0,0,0,1
8,43.68177060569969,-79.50823952253714,59,9,804,37,23,4,4,54,4,1,8,3,1,3,1,2,3,3,0,0,0,0,1
115,43.689831577800426,-79.50849609267438,54,7,768,37,20,4,4,54,4,1,9,4,1,3,1,2,3,3,0,0,0,0,1
113,43.6946429105146,-79.5089355249026,50,7,754,33,20,5,5,52,6,1,9,4,1,3,1,2,3,3,0,0,0,0,1
9,43.68497835624942,-79.5128869797231,47,6,751,38,18,5,3,50,4,1,9,3,1,3,1,2,3,2,0,0,0,0,1
8,43.68955726817999,-79.51336576171444,49,7,739,37,20,5,3,49,4,1,9,4,1,3,1,2,3,3,0,0,0,0,1
113,43.70063166356877,-79.51151476093223,47,7,688,33,19,2,4,49,6,0,7,3,1,3,1,2,3,3,0,0,0,0,1
30,43.69810541271888,-79.50681303497866,52,8,723,33,21,3,4,55,6,1,7,4,1,3,1,2,3,3,0,0,0,0,1
8,43.69588635353099,-79.51408093029333,43,7,716,33,20,4,3,48,5,0,9,4,1,3,1,2,3,3,0,0,0,0,1
113,43.70675676651925,-79.5130236213655,56,8,689,39,21,2,3,47,7,0,7,2,1,3,1,2,3,1,0,0,0,0,1
23,43.711631747827376,-79.51413384831139,57,8,674,37,22,1,3,45,7,0,5,2,1,3,0,2,3,1,0,0,0,0,0
154,43.72078661460431,-79.51594518309479,57,6,659,28,18,0,3,42,11,0,4,2,1,3,0,3,2,2,0,0,0,0,0
23,43.71581676238679,-79.51539835726578,55,7,668,36,18,1,3,42,8,0,5,2,1,2,0,2,2,2,0,0,0,0,0
154,43.72950550383678,-79.51790738507901,63,7,669,29,23,0,2,40,9,0,4,3,2,2,1,2,2,2,0,0,0,0,0
154,43.73615956955701,-79.51928486237796,57,6,684,25,22,0,2,36,10,0,3,2,2,2,1,2,2,2,0,0,0,0,0
25,43.7410381769532,-79.52037938592069,52,5,687,25,22,0,2,26,9,0,2,2,1,1,1,2,1,2,1,0,0,0,0
25,43.74906845585146,-79.52206561889537,50,5,641,21,22,0,1,19,8,0,2,2,1,1,1,2,0,2,1,0,0,0,0
25,43.75503667078481,-79.52327491079946,46,5,591,18,18,0,0,13,6,0,2,2,1,1,1,1,0,2,1,0,0,0,0
24,43.75991141728653,-79.52438686623955,38,4,540,13,13,0,0,11,6,0,1,1,1,1,1,1,0,1,1,0,0,0,0
24,43.76863140786613,-79.52622385271171,30,4,469,8,12,0,0,9,6,0,1,1,1,1,1,1,0,1,1,0,0,0,0
24,43.77383328144519,-79.52745264408878,29,3,388,7,11,0,0,9,6,0,1,1,1,1,1,1,0,1,1,0,0,0,0
161,43.615770221930255,-79.4835548364244,46,4,362,34,13,2,2,20,2,2,3,2,1,2,0,1,0,1,1,0,0,0,0
160,43.61589815006356,-79.48787997165091,46,4,385,33,13,3,0,19,1,2,2,2,0,1,0,1,0,1,1,0,0,0,0
161,43.62382195436933,-79.48372328584927,56,7,454,39,14,2,6,31,3,3,5,3,2,2,0,1,2,3,1,0,0,0,0
160,43.62144810897639,-79.4869899047425,52,6,442,41,15,2,2,27,3,3,4,3,2,2,0,1,1,3,1,0,0,0,0
16,43.62771630428437,-79.48623886341439,59,7,515,44,16,2,6,34,4,4,5,4,2,2,0,1,2,3,1,0,0,0,0
87,43.63883542229876,-79.48407148046256,87,9,720,48,19,6,9,57,5,7,7,5,2,2,2,2,2,8,1,0,0,0,0
16,43.6336474345988,-79.48741360746364,73,8,658,46,18,4,8,50,5,5,7,6,2,2,1,2,2,4,1,0,0,0,0
114,43.64847831884755,-79.48902964883659,83,10,830,55,19,6,7,64,5,7,8,6,2,2,2,2,1,9,1,0,0,0,0
87,43.64484373170605,-79.48787422644078,90,10,791,52,20,6,9,61,5,7,8,6,2,2,2,2,1,9,1,0,0,0,0
16,43.641824314507325,-79.49104489370865,76,9,752,49,19,5,7,54,5,7,7,5,2,2,2,2,1,7,1,0,0,0,0
114,43.65403532730279,-79.4910439615632,94,11,864,62,24,6,6,68,5,7,6,7,2,2,2,2,1,10,1,0,0,0,0
89,43.65763801078956,-79.48758056493948,99,11,879,61,25,6,8,71,5,7,10,7,2,3,2,3,1,10,2,0,0,0,1
16,43.64847380559241,-79.4942516224619,77,10,809,51,20,6,6,60,5,7,7,5,2,2,2,2,1,7,1,0,0,0,0
15,43.65059864293545,-79.49350753690977,76,10,832,52,19,6,6,60,5,7,6,6,2,2,2,2,1,9,1,0,0,0,0
114,43.66073470850183,-79.49538326551105,86,10,866,55,24,6,5,58,3,6,9,6,0,2,1,2,1,8,1,0,0,0,1
111,43.66716222995159,-79.49374237691958,88,9,853,53,22,6,6,63,3,6,9,7,0,4,2,2,2,8,0,0,0,0,1
